Main_Category,Course_Title,Description,Course_Content,Lecturers_name
Office Productivity,Oracle SQL Developer: Mastering its Features + Tips & Tricks,Use Oracle SQL Developer like a Pro:  Learn the features & tricks that will help you be the most admired SQL developer,You will take advantage of many useful features that will make you more effective and efficient at work. You will learn a lot of tricks and enjoy being seen as an SQL Developer expert. You will learn how to create and share beautiful and interactive reports,Carlos DL. Standout-Dev Academy
Office Productivity,The Ultimate Oracle SQL Course: SQL Made Practical,From beginner to Oracle SQL genius: Become a professional SQL Developer with this Hands-On Oracle SQL training.,"Learn SQL by actually practicing with lots of real-world exercises and challenges.. Use Oracle SQL to retrieve, filter, analyze, format and present information from Oracle databases.. Create tables, constraints, indexes, views, and many other types of database objects.",Carlos DL. Standout-Dev Academy
Office Productivity,1Z0-071 Oracle SQL Developer: Certified Associate (Database),"The SELECT statement, functions and more. Oracle Database 11g, 12c, 19c, 21c using Oracle SQL Developer. 1Z0-071 exam.","Create tables in a database and ALTER columns in the table.. Know what data type to use in various situations, and use functions to manipulate date, number and string data values.. Retrieve data using SELECT, FROM, WHERE, GROUP BY, HAVING and ORDER BY.",Phillip Burton
Office Productivity,Complete Microsoft SQL Server Masterclass:Beginner to Expert,"Master course using Microsoft SQL Server. These SQL can also  used in Oracle, MySQL, PostgreSQL, SQLite, DB2, etc.",Start your career by mastering complete SQL statements in Microsoft SQL Server. Queries and Files Included. Learn different ways to select Records from Tables,Sandeep Kumar
Office Productivity,Oracle SQL : Mastering Oracle SQL Performance Tuning,Oracle SQL Query Tuning and Architecture | Solve critical Oracle SQL query performance issues | Advanced SQL Tuning,Step by Step approach on troubleshooting badly performing SQL queries.. Identify how internal Oracle components affects the performance of the SQL query.. Identify potential performance bottlenecks by reading the Explain plan of the queries.,Prathap G
Office Productivity,SQL From Scratch Using Oracle SQL Developer and TOAD,Learn how to query databases using SQL,Choose the right logical operators for your queries. Choose the right logical  SET operators for your queries. Write  SQL Queries to extract data,247 Learning
Office Productivity,Data Migration: Database Migration MS SQL to Oracle DB,"Practical Hands-on Migrating from Microsoft SQL Server to Oracle | MySQL ,Microsoft access, Oracle to SQL Server",Migrate SQL Database to Oracle. Connect to third party database. Capture third party source data,Bluelime Learning Solutions
Office Productivity,The Complete Oracle SQL Bootcamp,From Beginner to Oracle SQL Developer: Get Ready for Oracle Certification Exam 1Z0-071 and Become Oracle SQL Certified,Master the Contents Required to Pass Oracle SQL Exam 1Z0-071. The Full Track of Oracle Database SQL 18c. Have the Ability to Solve any Oracle SQL Problem,Tareq Alkhateeb
Office Productivity,Oracle SQL For Data Analysis : Truly From Basics to Advanced,RDBMS Concepts : SQL Basics : Complex SubQueries & Joins : Analytic Functions :  Data Integrity : Transaction Handling,SQL over Oracle 19 C version on Oracle LiveSQL platform. A to Z in SQL on Oracle's latest version. Go from an absolute beginner to an advanced SQL developer in less than 15 hours,Prashant Munshi
Office Productivity,The Complete Oracle SQL Course - 2024 Revision,Learn Oracle SQL: From Beginner to An Oracle Certified Associate - Helpful for Oracle Exam 1Z0-071,Do database development. Develop codes using Oracle SQL. Understand the fundamentals of SQL (Structured Query Language),Sam Dhanasekaran
Office Productivity,Oracle SQL - From Beginner to Pro,Professional Advancement through Structured Query Language Readiness,"By the end of the course the student will be proficient in relational theory, all facets of SQL including data definition, data manipulation and queries, as well as introduced to PL/SQL, Oracle XML, user-defined objects and performance.",Rick Phillips
Office Productivity,Learn Oracle SQL,Your first step to become an Oracle SQL Developer,Write SQL Queries to interact with Oracle Databases. Become a Database Developer. Develop codes using Oracle SQL,Sam Dhanasekaran
Office Productivity,Oracle SQL for beginners,"Learn how to query and manage data in the Oracle Database Using SQL. Practical, concept-building examples and quizzes.","Understand the different components of an Oracle Database and how it works. Connect to an Oracle Database and run queries from different tools or from a file. Write basic queries involving Select, where, group by and other constructs",A Data Guru platform
Office Productivity,The Ultimate SQL Tuning Formula,"The Complete, Proven, Step by Step System to Find, Troubleshoot and Fix Performance Problems in Your Oracle Database","Students will be able to troubleshoot performance problems. Students will have a good understanding of the Oracle optimizer, why it does what it does, and how it works.. Students will be able to find the bad SQL statement",Diana Robete
Office Productivity,Oracle SQL - A Complete Developer's Guide (2023),"Certification Course for OCA (1Z0-071) | SQL Bootcamp for Database Developer, ETL Developer and Data Scientist !!",Comprehensive course in SQL as per 100% Oracle University syllabus + Bonus 1 topics. Learn SQL and get a job as Database Developer. Well structured program to learn quickly learn and apply on projects from day 1,Global Trainers
Office Productivity,End to End Automation using Python | Web Application & API,"Automate Manual Stuffs using Python, Web Automation using Selenium Python, API Automation with Request, Realtime Project",Expert level knowledge with practical exposer of Python for Realtime implementation. Ready to use python in Daily realtime project activities(Manual / Automation). Detailed understanding of python and its implementation in different automation activities,Testing World
Office Productivity,Oracle SQL for Beginners - The fundamentals,Easy learn Oracle Sql using Livesql. SQL statements explained word by word. Example files included for each lesson.,"Learn Oracle SQL using Livesql, no software installation required.. 84 lectures (5.5 hours of content) teaching you the fundamentals of SQL Statements.. Every SQL statement explained word by word.",Sultana Iulian
Office Productivity,Oracle SQL Performance Tuning - From Scratch To Tuner,Analyze & Interpret Poor Performing SQL From Scratch And Fix Them With Best Plan,"Analyze SQL Query From Scratch By Verifying Optimizer Is Undertaking Desired Path By Reading And Interpreting Execution Plan. Fix Poor Performing SQL Query Involving Non-Joins, Joins With Two Tables, Joins With Multiple Tables With Best Plan By Making Use Of Indexes, Hints & Baselines. Interview Ready On Joins/Histograms/Access Methods/Execution Plan",Virsess !!!
Office Productivity,Advanced Oracle SQL,Learn advanced Oracle SQL skills to take your SQL development to the next level,Use more advanced concepts and functionality in Oracle SQL to write and improve their queries.,Ben Brumm
Office Productivity,PostgreSQL and Oracle SQL for beginners,"Learn popular SQL dialects, PostgreSQL & Oracle SQL. Learn SQL concepts & compare syntax of PostgreSQL & Oracle SQL","How to write SELECT queries to fetch relevant data in PostgreSQL and Oracle SQL. How to filter and sort the data using WHEN, logical operators and ORDER BY. How to group and aggregate data in PostgreSQL and Oracle SQL",Start-Tech Trainings. Start-Tech Academy
Office Productivity,Oracle SQL: The Ultimate Crash Course,"[5 DAYS COURSE] Kick Start SQL Development Career Employing 25,000 Hours Worth of Intensive Database Experience",NO Database Installation Required. 6 Months of High Quality Preparation. Kick Start SQL Developer Career,Brainiwi Education
Office Productivity,Learning SQL For Oracle,A beginners guide to learning SQL for Oracle,Learn about SQL for Oracle,Infinite Skills
Office Productivity,Oracle Fusion Cloud HCM R13 Global HR Implementation,Oracle Cloud Fusion Core HR Implementation,Oracle Fusion Cloud HCM Implementation. Global HR R13 Latest version Implementation. Complete Workforce structure and Enterprise Structure End to End Implementation,Chandramohan Reddy
Office Productivity,"Oracle Cloud/Fusion Conversion - FBDI , ADF-DI , WebServices","Oracle Cloud/Fusion Conversion - FBDI , ADF DI, and Oracle BC Webservices with Hands On","Oracle Cloud/Fusion Conversion - FBDI, ADF DI , Oracle BC Conversion. FBDI, ADF DI , Oracle BC Conversion",Mani Jal
Office Productivity,Oracle Fusion Payroll Cloud (US) R13  Implementation(Expert),(Oracle Fusion US Payroll R133 Expert ) Complete Payroll Configuration,Cloud Payroll Implemenation. US Payroll Configuration End to End Setups. Oracle Fusion Cloud HCM Payroll R13 Latest Version Implementation,Chandramohan Reddy
Office Productivity,Oracle Fusion HCM - Talent Management,Learn how to implement and use Oracle Fusion HCM Talent Management,Implementation of the Talent Management module within Oracle HCM. Basic administration of goal plans and performance templates. Creation of talent profiles,Anton Rzhanov
Office Productivity,Oracle Fusion Cloud HCM Absence Management ImplementationR13,"Oracle Fusion Cloud Absence Management R13  Implementation , Absence Plans , Types , Fast Formulas, Leave Management","Oracle Fusion Absence Management Implementation , Support , Setups R13 Latest Version. Oracle Fusion Absence Implementation , Support , Setups R13 Latest Version. Oracle Fusion AM Implementation , Support , Setups R13 Latest Version",Chandramohan Reddy
Office Productivity,Oracle Fusion HCM - Workforce Compensation,Learn how to implement and use Oracle Fusion HCM Workforce Compensation,Implementation of the Workforce Compensation module within Oracle HCM. Basic administration of compensation plans. Make modifications to current Workforce Compensation plans implemented by a partner,Anton Rzhanov
Office Productivity,Oracle Fusion  Technical Cloud (BI/OTBI/ADF/OICS/SmartView),"Oracle Fusion Cloud Finance  and SCM Technical R13 (BI/OTBI/ADF Personalization/OICS/SmartView/P-P ,O-C Cycles)","Oracle Fusion Cloud Technical Roles and Security and ESC Configuration , Procure To Pay Cycle , Requisition Approval setup , Requisition Tables. RFQ and Quotation Creation and purchase order types tables and purchase order queries. Accounts Payables Invoice creation and invoice tables and queries , Supplier Manager and supplier creation and supplier data load",Chandramohan Reddy
